Survey,Date,Count,Value,Site,Station,Month,Analyte
CEMP,10/27/2023,96,7.57,PPT,D29,10,pH
CEMP,10/28/2023,96,7.59,PPT,D29,10,pH
CEMP,10/29/2023,96,7.62,PPT,D29,10,pH
CEMP,10/30/2023,96,7.59,PPT,D29,10,pH
CEMP,10/31/2023,96,7.58,PPT,D29,10,pH
CEMP,11/1/2023,96,7.58,PPT,D29,11,pH
CEMP,11/2/2023,96,7.59,PPT,D29,11,pH
CEMP,11/3/2023,96,7.58,PPT,D29,11,pH
CEMP,11/4/2023,96,7.58,PPT,D29,11,pH
CEMP,11/5/2023,96,7.57,PPT,D29,11,pH
CEMP,11/6/2023,96,7.56,PPT,D29,11,pH
CEMP,11/7/2023,96,7.57,PPT,D29,11,pH
CEMP,11/8/2023,96,7.59,PPT,D29,11,pH
CEMP,11/9/2023,96,7.58,PPT,D29,11,pH
CEMP,11/10/2023,96,7.61,PPT,D29,11,pH
CEMP,11/11/2023,96,7.61,PPT,D29,11,pH
CEMP,11/12/2023,96,7.61,PPT,D29,11,pH
CEMP,11/13/2023,96,7.62,PPT,D29,11,pH
CEMP,11/14/2023,96,7.61,PPT,D29,11,pH
CEMP,11/15/2023,96,7.6,PPT,D29,11,pH
CEMP,11/16/2023,96,7.58,PPT,D29,11,pH
CEMP,11/17/2023,96,7.57,PPT,D29,11,pH
CEMP,11/18/2023,96,7.59,PPT,D29,11,pH
CEMP,11/19/2023,96,7.61,PPT,D29,11,pH
CEMP,11/20/2023,96,7.62,PPT,D29,11,pH
CEMP,11/21/2023,86,7.57,PPT,D29,11,pH
CEMP,11/22/2023,96,7.55,PPT,D29,11,pH
CEMP,11/23/2023,96,7.57,PPT,D29,11,pH
CEMP,11/24/2023,96,7.62,PPT,D29,11,pH
CEMP,11/25/2023,96,7.62,PPT,D29,11,pH
CEMP,11/26/2023,96,7.62,PPT,D29,11,pH
CEMP,11/27/2023,96,7.61,PPT,D29,11,pH
CEMP,11/28/2023,96,7.61,PPT,D29,11,pH
CEMP,11/29/2023,96,7.61,PPT,D29,11,pH
CEMP,11/30/2023,96,7.61,PPT,D29,11,pH
CEMP,12/1/2023,96,7.63,PPT,D29,12,pH
CEMP,12/2/2023,96,7.61,PPT,D29,12,pH
CEMP,12/3/2023,96,7.6,PPT,D29,12,pH
CEMP,12/4/2023,96,7.59,PPT,D29,12,pH
CEMP,12/5/2023,96,7.58,PPT,D29,12,pH
CEMP,12/6/2023,96,7.57,PPT,D29,12,pH
CEMP,12/7/2023,96,7.57,PPT,D29,12,pH
CEMP,12/8/2023,96,7.58,PPT,D29,12,pH
CEMP,12/9/2023,96,7.58,PPT,D29,12,pH
CEMP,12/10/2023,96,7.59,PPT,D29,12,pH
CEMP,12/11/2023,96,7.59,PPT,D29,12,pH
CEMP,12/12/2023,96,7.59,PPT,D29,12,pH
CEMP,12/13/2023,96,7.58,PPT,D29,12,pH
CEMP,12/14/2023,96,7.56,PPT,D29,12,pH
CEMP,12/15/2023,96,7.55,PPT,D29,12,pH
CEMP,12/16/2023,96,7.55,PPT,D29,12,pH
CEMP,12/17/2023,96,7.54,PPT,D29,12,pH
CEMP,12/18/2023,96,7.55,PPT,D29,12,pH
CEMP,12/19/2023,96,7.56,PPT,D29,12,pH
CEMP,12/20/2023,96,7.59,PPT,D29,12,pH
CEMP,12/21/2023,96,7.57,PPT,D29,12,pH
CEMP,12/22/2023,96,7.56,PPT,D29,12,pH
CEMP,12/23/2023,96,7.55,PPT,D29,12,pH
CEMP,12/24/2023,96,7.54,PPT,D29,12,pH
CEMP,12/25/2023,96,7.52,PPT,D29,12,pH
CEMP,12/26/2023,96,7.5,PPT,D29,12,pH
CEMP,12/27/2023,96,7.51,PPT,D29,12,pH
CEMP,12/28/2023,85,7.46,PPT,D29,12,pH
CEMP,12/29/2023,96,7.42,PPT,D29,12,pH
CEMP,12/30/2023,96,7.43,PPT,D29,12,pH
CEMP,12/31/2023,96,7.41,PPT,D29,12,pH
CEMP,1/1/2024,96,7.41,PPT,D29,1,pH
CEMP,1/2/2024,96,7.4,PPT,D29,1,pH
CEMP,1/3/2024,96,7.42,PPT,D29,1,pH
CEMP,1/4/2024,96,7.42,PPT,D29,1,pH
CEMP,1/5/2024,96,7.42,PPT,D29,1,pH
CEMP,1/6/2024,96,7.43,PPT,D29,1,pH
CEMP,1/7/2024,96,7.46,PPT,D29,1,pH
CEMP,1/8/2024,96,7.48,PPT,D29,1,pH
CEMP,1/9/2024,96,7.48,PPT,D29,1,pH
CEMP,1/10/2024,96,7.51,PPT,D29,1,pH
CEMP,1/11/2024,96,7.54,PPT,D29,1,pH
CEMP,1/12/2024,96,7.52,PPT,D29,1,pH
CEMP,1/13/2024,96,7.52,PPT,D29,1,pH
CEMP,1/14/2024,96,7.56,PPT,D29,1,pH
CEMP,1/15/2024,96,7.55,PPT,D29,1,pH
CEMP,1/16/2024,96,7.53,PPT,D29,1,pH
CEMP,1/17/2024,96,7.53,PPT,D29,1,pH
CEMP,1/18/2024,96,7.52,PPT,D29,1,pH
CEMP,1/19/2024,96,7.51,PPT,D29,1,pH
CEMP,1/20/2024,96,7.53,PPT,D29,1,pH
CEMP,1/21/2024,96,7.55,PPT,D29,1,pH
CEMP,1/22/2024,96,7.6,PPT,D29,1,pH
CEMP,1/23/2024,96,7.56,PPT,D29,1,pH
CEMP,1/24/2024,96,7.53,PPT,D29,1,pH
CEMP,1/25/2024,96,7.52,PPT,D29,1,pH
CEMP,1/26/2024,96,7.48,PPT,D29,1,pH
CEMP,1/27/2024,96,7.43,PPT,D29,1,pH
CEMP,1/28/2024,96,7.4,PPT,D29,1,pH
CEMP,1/29/2024,96,7.37,PPT,D29,1,pH
CEMP,1/30/2024,96,7.34,PPT,D29,1,pH
CEMP,1/31/2024,96,7.31,PPT,D29,1,pH
CEMP,2/1/2024,96,7.35,PPT,D29,2,pH
CEMP,2/2/2024,96,7.34,PPT,D29,2,pH
CEMP,2/3/2024,96,7.33,PPT,D29,2,pH
CEMP,2/4/2024,96,7.41,PPT,D29,2,pH
CEMP,2/5/2024,96,7.55,PPT,D29,2,pH
CEMP,2/6/2024,96,7.5,PPT,D29,2,pH
CEMP,2/7/2024,96,7.47,PPT,D29,2,pH
CEMP,2/8/2024,96,7.44,PPT,D29,2,pH
CEMP,2/9/2024,96,7.39,PPT,D29,2,pH
CEMP,2/10/2024,96,7.36,PPT,D29,2,pH
CEMP,2/11/2024,96,7.34,PPT,D29,2,pH
CEMP,2/12/2024,96,7.3,PPT,D29,2,pH
CEMP,2/13/2024,96,7.28,PPT,D29,2,pH
CEMP,2/14/2024,96,7.25,PPT,D29,2,pH
CEMP,2/15/2024,96,7.25,PPT,D29,2,pH
CEMP,2/16/2024,96,7.24,PPT,D29,2,pH
CEMP,2/17/2024,96,7.24,PPT,D29,2,pH
CEMP,2/18/2024,96,7.31,PPT,D29,2,pH
CEMP,2/19/2024,96,7.39,PPT,D29,2,pH
CEMP,2/20/2024,96,7.4,PPT,D29,2,pH
CEMP,2/21/2024,96,7.39,PPT,D29,2,pH
CEMP,2/22/2024,96,7.37,PPT,D29,2,pH
CEMP,2/23/2024,96,7.34,PPT,D29,2,pH
CEMP,2/24/2024,96,7.3,PPT,D29,2,pH
CEMP,2/25/2024,96,7.24,PPT,D29,2,pH
CEMP,2/26/2024,96,7.22,PPT,D29,2,pH
CEMP,2/27/2024,96,7.22,PPT,D29,2,pH
CEMP,2/28/2024,96,7.23,PPT,D29,2,pH
CEMP,2/29/2024,96,7.23,PPT,D29,2,pH
CEMP,3/1/2024,96,7.29,PPT,D29,3,pH
CEMP,3/2/2024,96,7.36,PPT,D29,3,pH
CEMP,3/3/2024,96,7.38,PPT,D29,3,pH
CEMP,3/4/2024,96,7.39,PPT,D29,3,pH
CEMP,3/5/2024,96,7.38,PPT,D29,3,pH
CEMP,3/6/2024,96,7.38,PPT,D29,3,pH
CEMP,3/7/2024,96,7.41,PPT,D29,3,pH
CEMP,3/8/2024,96,7.41,PPT,D29,3,pH
CEMP,3/9/2024,96,7.39,PPT,D29,3,pH
CEMP,3/10/2024,96,7.37,PPT,D29,3,pH
CEMP,3/11/2024,96,7.37,PPT,D29,3,pH
CEMP,3/12/2024,96,7.38,PPT,D29,3,pH
CEMP,3/13/2024,96,7.43,PPT,D29,3,pH
CEMP,3/14/2024,96,7.53,PPT,D29,3,pH
CEMP,3/15/2024,96,7.59,PPT,D29,3,pH
CEMP,3/16/2024,96,7.59,PPT,D29,3,pH
CEMP,3/17/2024,96,7.59,PPT,D29,3,pH
CEMP,3/18/2024,96,7.58,PPT,D29,3,pH
CEMP,3/19/2024,96,7.59,PPT,D29,3,pH
CEMP,3/20/2024,96,7.64,PPT,D29,3,pH
CEMP,3/21/2024,96,7.68,PPT,D29,3,pH
CEMP,3/22/2024,96,7.65,PPT,D29,3,pH
CEMP,3/23/2024,96,7.66,PPT,D29,3,pH
CEMP,3/24/2024,96,7.7,PPT,D29,3,pH
CEMP,3/25/2024,96,7.71,PPT,D29,3,pH
CEMP,3/26/2024,96,7.7,PPT,D29,3,pH
CEMP,3/27/2024,96,7.67,PPT,D29,3,pH
CEMP,3/28/2024,96,7.66,PPT,D29,3,pH
CEMP,3/29/2024,96,7.64,PPT,D29,3,pH
CEMP,3/30/2024,96,7.67,PPT,D29,3,pH
CEMP,3/31/2024,96,7.65,PPT,D29,3,pH
CEMP,4/1/2024,96,7.66,PPT,D29,4,pH
CEMP,4/2/2024,96,7.63,PPT,D29,4,pH
CEMP,4/3/2024,96,7.66,PPT,D29,4,pH
CEMP,4/4/2024,96,7.69,PPT,D29,4,pH
CEMP,4/5/2024,96,7.67,PPT,D29,4,pH
CEMP,4/6/2024,96,7.65,PPT,D29,4,pH
CEMP,4/7/2024,96,7.66,PPT,D29,4,pH
CEMP,4/8/2024,96,7.7,PPT,D29,4,pH
CEMP,4/9/2024,89,7.61,PPT,D29,4,pH
CEMP,4/10/2024,96,7.54,PPT,D29,4,pH
CEMP,4/11/2024,96,7.54,PPT,D29,4,pH
CEMP,4/12/2024,96,7.54,PPT,D29,4,pH
CEMP,4/13/2024,96,7.52,PPT,D29,4,pH
CEMP,4/14/2024,96,7.51,PPT,D29,4,pH
CEMP,4/15/2024,96,7.52,PPT,D29,4,pH
CEMP,4/16/2024,96,7.52,PPT,D29,4,pH
CEMP,4/17/2024,96,7.53,PPT,D29,4,pH
CEMP,4/18/2024,96,7.54,PPT,D29,4,pH
CEMP,4/19/2024,96,7.58,PPT,D29,4,pH
CEMP,4/20/2024,96,7.62,PPT,D29,4,pH
CEMP,4/21/2024,96,7.64,PPT,D29,4,pH
CEMP,4/22/2024,96,7.63,PPT,D29,4,pH
CEMP,4/23/2024,96,7.68,PPT,D29,4,pH
CEMP,4/24/2024,96,7.63,PPT,D29,4,pH
CEMP,4/25/2024,96,7.6,PPT,D29,4,pH
CEMP,4/26/2024,96,7.65,PPT,D29,4,pH
CEMP,4/27/2024,96,7.68,PPT,D29,4,pH
CEMP,4/28/2024,96,7.67,PPT,D29,4,pH
CEMP,4/29/2024,96,7.68,PPT,D29,4,pH
CEMP,4/30/2024,96,7.69,PPT,D29,4,pH
CEMP,5/1/2024,96,7.71,PPT,D29,5,pH
CEMP,5/2/2024,96,7.74,PPT,D29,5,pH
CEMP,5/3/2024,96,7.76,PPT,D29,5,pH
CEMP,5/4/2024,96,7.69,PPT,D29,5,pH
CEMP,5/5/2024,96,7.7,PPT,D29,5,pH
CEMP,5/6/2024,96,7.69,PPT,D29,5,pH
CEMP,5/7/2024,96,7.71,PPT,D29,5,pH
CEMP,5/8/2024,96,7.66,PPT,D29,5,pH
CEMP,5/9/2024,96,7.67,PPT,D29,5,pH
CEMP,5/10/2024,96,7.64,PPT,D29,5,pH
CEMP,5/11/2024,96,7.62,PPT,D29,5,pH
CEMP,5/12/2024,96,7.6,PPT,D29,5,pH
CEMP,5/13/2024,96,7.62,PPT,D29,5,pH
CEMP,5/14/2024,96,7.65,PPT,D29,5,pH
CEMP,5/15/2024,96,7.66,PPT,D29,5,pH
CEMP,5/16/2024,96,7.69,PPT,D29,5,pH
CEMP,5/17/2024,96,7.73,PPT,D29,5,pH
CEMP,5/18/2024,96,7.72,PPT,D29,5,pH
CEMP,5/19/2024,96,7.66,PPT,D29,5,pH
CEMP,5/20/2024,96,7.6,PPT,D29,5,pH
CEMP,5/21/2024,96,7.6,PPT,D29,5,pH
CEMP,5/22/2024,96,7.53,PPT,D29,5,pH
CEMP,5/23/2024,96,7.51,PPT,D29,5,pH
CEMP,5/24/2024,96,7.47,PPT,D29,5,pH
CEMP,5/25/2024,96,7.47,PPT,D29,5,pH
CEMP,5/26/2024,96,7.45,PPT,D29,5,pH
CEMP,5/27/2024,96,7.44,PPT,D29,5,pH
CEMP,5/28/2024,96,7.45,PPT,D29,5,pH
CEMP,5/29/2024,96,7.5,PPT,D29,5,pH
CEMP,5/30/2024,96,7.54,PPT,D29,5,pH
CEMP,5/31/2024,96,7.6,PPT,D29,5,pH
CEMP,6/1/2024,96,7.62,PPT,D29,6,pH
CEMP,6/2/2024,96,7.63,PPT,D29,6,pH
CEMP,6/3/2024,96,7.63,PPT,D29,6,pH
CEMP,6/4/2024,96,7.7,PPT,D29,6,pH
CEMP,6/5/2024,96,7.71,PPT,D29,6,pH
CEMP,6/6/2024,96,7.79,PPT,D29,6,pH
CEMP,6/7/2024,96,7.87,PPT,D29,6,pH
CEMP,6/8/2024,96,7.85,PPT,D29,6,pH
CEMP,6/9/2024,96,7.83,PPT,D29,6,pH
CEMP,6/10/2024,96,7.79,PPT,D29,6,pH
CEMP,6/11/2024,96,7.57,PPT,D29,6,pH
CEMP,6/12/2024,96,7.47,PPT,D29,6,pH
CEMP,6/13/2024,96,7.56,PPT,D29,6,pH
CEMP,6/14/2024,66,NA,PPT,D29,6,pH
CEMP,6/15/2024,0,NA,PPT,D29,6,pH
CEMP,6/16/2024,0,NA,PPT,D29,6,pH
CEMP,6/17/2024,70,7.72,PPT,D29,6,pH
CEMP,6/18/2024,96,7.67,PPT,D29,6,pH
CEMP,6/19/2024,96,7.65,PPT,D29,6,pH
CEMP,6/20/2024,96,7.64,PPT,D29,6,pH
CEMP,6/21/2024,96,7.59,PPT,D29,6,pH
CEMP,6/22/2024,96,7.54,PPT,D29,6,pH
CEMP,6/23/2024,96,7.5,PPT,D29,6,pH
CEMP,6/24/2024,96,7.47,PPT,D29,6,pH
CEMP,6/25/2024,96,7.44,PPT,D29,6,pH
CEMP,6/26/2024,96,7.49,PPT,D29,6,pH
CEMP,6/27/2024,96,7.53,PPT,D29,6,pH
CEMP,6/28/2024,96,7.53,PPT,D29,6,pH
CEMP,6/29/2024,96,7.55,PPT,D29,6,pH
CEMP,6/30/2024,96,7.58,PPT,D29,6,pH
CEMP,7/1/2024,96,7.6,PPT,D29,7,pH
CEMP,7/2/2024,96,7.58,PPT,D29,7,pH
CEMP,7/3/2024,96,7.53,PPT,D29,7,pH
CEMP,7/4/2024,96,7.51,PPT,D29,7,pH
CEMP,7/5/2024,96,7.49,PPT,D29,7,pH
CEMP,7/6/2024,96,7.45,PPT,D29,7,pH
CEMP,7/7/2024,96,7.44,PPT,D29,7,pH
CEMP,7/8/2024,96,7.46,PPT,D29,7,pH
CEMP,7/9/2024,96,7.52,PPT,D29,7,pH
CEMP,7/10/2024,96,7.6,PPT,D29,7,pH
CEMP,7/11/2024,96,7.64,PPT,D29,7,pH
CEMP,7/12/2024,96,7.66,PPT,D29,7,pH
CEMP,7/13/2024,96,7.69,PPT,D29,7,pH
CEMP,7/14/2024,96,7.73,PPT,D29,7,pH
CEMP,7/15/2024,96,7.8,PPT,D29,7,pH
CEMP,7/16/2024,96,7.83,PPT,D29,7,pH
CEMP,7/17/2024,96,7.82,PPT,D29,7,pH
CEMP,7/18/2024,96,7.74,PPT,D29,7,pH
CEMP,7/19/2024,96,7.72,PPT,D29,7,pH
CEMP,7/20/2024,96,7.69,PPT,D29,7,pH
CEMP,7/21/2024,96,7.68,PPT,D29,7,pH
CEMP,7/22/2024,96,7.66,PPT,D29,7,pH
CEMP,7/23/2024,96,7.66,PPT,D29,7,pH
CEMP,7/24/2024,96,7.68,PPT,D29,7,pH
CEMP,7/25/2024,96,7.7,PPT,D29,7,pH
CEMP,7/26/2024,96,7.71,PPT,D29,7,pH
CEMP,7/27/2024,96,7.76,PPT,D29,7,pH
CEMP,7/28/2024,96,7.77,PPT,D29,7,pH
CEMP,7/29/2024,96,7.78,PPT,D29,7,pH
CEMP,7/30/2024,96,7.79,PPT,D29,7,pH
CEMP,7/31/2024,96,7.81,PPT,D29,7,pH
CEMP,8/1/2024,96,7.79,PPT,D29,8,pH
CEMP,8/2/2024,96,7.75,PPT,D29,8,pH
CEMP,8/3/2024,96,7.73,PPT,D29,8,pH
CEMP,8/4/2024,96,7.74,PPT,D29,8,pH
CEMP,8/5/2024,96,7.75,PPT,D29,8,pH
CEMP,8/6/2024,96,7.75,PPT,D29,8,pH
CEMP,8/7/2024,96,7.76,PPT,D29,8,pH
CEMP,8/8/2024,96,7.79,PPT,D29,8,pH
CEMP,8/9/2024,96,7.83,PPT,D29,8,pH
CEMP,8/10/2024,96,7.85,PPT,D29,8,pH
CEMP,8/11/2024,96,7.83,PPT,D29,8,pH
CEMP,8/12/2024,96,7.87,PPT,D29,8,pH
CEMP,8/13/2024,96,7.89,PPT,D29,8,pH
CEMP,8/14/2024,96,7.86,PPT,D29,8,pH
CEMP,8/15/2024,96,7.85,PPT,D29,8,pH
CEMP,8/16/2024,96,7.83,PPT,D29,8,pH
CEMP,8/17/2024,96,7.83,PPT,D29,8,pH
CEMP,8/18/2024,96,7.84,PPT,D29,8,pH
CEMP,8/19/2024,96,7.85,PPT,D29,8,pH
CEMP,8/20/2024,96,7.83,PPT,D29,8,pH
CEMP,8/21/2024,96,7.83,PPT,D29,8,pH
CEMP,8/22/2024,96,7.83,PPT,D29,8,pH
CEMP,8/23/2024,96,7.82,PPT,D29,8,pH
CEMP,8/24/2024,96,7.79,PPT,D29,8,pH
CEMP,8/25/2024,96,7.8,PPT,D29,8,pH
CEMP,8/26/2024,96,7.77,PPT,D29,8,pH
CEMP,8/27/2024,96,7.77,PPT,D29,8,pH
CEMP,8/28/2024,96,7.76,PPT,D29,8,pH
CEMP,8/29/2024,96,7.79,PPT,D29,8,pH
CEMP,8/30/2024,96,7.81,PPT,D29,8,pH
CEMP,8/31/2024,96,7.8,PPT,D29,8,pH
CEMP,9/1/2024,96,7.81,PPT,D29,9,pH
CEMP,9/2/2024,96,7.84,PPT,D29,9,pH
CEMP,9/3/2024,96,7.83,PPT,D29,9,pH
CEMP,9/4/2024,96,7.81,PPT,D29,9,pH
CEMP,9/5/2024,96,7.8,PPT,D29,9,pH
CEMP,9/6/2024,96,7.8,PPT,D29,9,pH
CEMP,9/7/2024,96,7.81,PPT,D29,9,pH
CEMP,9/8/2024,96,7.8,PPT,D29,9,pH
CEMP,9/9/2024,96,7.82,PPT,D29,9,pH
CEMP,9/10/2024,96,7.93,PPT,D29,9,pH
CEMP,9/11/2024,96,7.92,PPT,D29,9,pH
CEMP,9/12/2024,96,7.97,PPT,D29,9,pH
CEMP,9/13/2024,96,7.9,PPT,D29,9,pH
CEMP,9/14/2024,96,7.87,PPT,D29,9,pH
CEMP,9/15/2024,96,7.83,PPT,D29,9,pH
CEMP,9/16/2024,96,7.79,PPT,D29,9,pH
CEMP,9/17/2024,96,7.81,PPT,D29,9,pH
CEMP,9/18/2024,96,7.82,PPT,D29,9,pH
CEMP,9/19/2024,96,7.78,PPT,D29,9,pH
CEMP,9/20/2024,96,7.77,PPT,D29,9,pH
CEMP,9/21/2024,96,7.75,PPT,D29,9,pH
CEMP,9/22/2024,96,7.73,PPT,D29,9,pH
CEMP,9/23/2024,96,7.71,PPT,D29,9,pH
CEMP,9/24/2024,96,7.69,PPT,D29,9,pH
CEMP,9/25/2024,96,7.71,PPT,D29,9,pH
CEMP,9/26/2024,96,7.73,PPT,D29,9,pH
CEMP,9/27/2024,96,7.74,PPT,D29,9,pH
CEMP,9/28/2024,96,7.7,PPT,D29,9,pH
CEMP,9/29/2024,96,7.71,PPT,D29,9,pH
CEMP,9/30/2024,96,7.71,PPT,D29,9,pH
CEMP,10/1/2023,96,165.77,PPT,D29,10,SpC
CEMP,10/2/2023,96,163.56,PPT,D29,10,SpC
CEMP,10/3/2023,96,163.72,PPT,D29,10,SpC
CEMP,10/4/2023,96,164.38,PPT,D29,10,SpC
CEMP,10/5/2023,95,166.19,PPT,D29,10,SpC
CEMP,10/6/2023,96,165.9,PPT,D29,10,SpC
CEMP,10/7/2023,96,164.21,PPT,D29,10,SpC
CEMP,10/8/2023,96,162.85,PPT,D29,10,SpC
CEMP,10/9/2023,96,162.86,PPT,D29,10,SpC
CEMP,10/10/2023,96,163.3,PPT,D29,10,SpC
CEMP,10/11/2023,96,165.36,PPT,D29,10,SpC
CEMP,10/12/2023,96,167.51,PPT,D29,10,SpC
CEMP,10/13/2023,96,167.85,PPT,D29,10,SpC
CEMP,10/14/2023,96,166.57,PPT,D29,10,SpC
CEMP,10/15/2023,96,167.42,PPT,D29,10,SpC
CEMP,10/16/2023,96,164.76,PPT,D29,10,SpC
CEMP,10/17/2023,96,167.17,PPT,D29,10,SpC
CEMP,10/18/2023,96,168.16,PPT,D29,10,SpC
CEMP,10/19/2023,96,169.09,PPT,D29,10,SpC
CEMP,10/20/2023,96,168.11,PPT,D29,10,SpC
CEMP,10/21/2023,96,170.1,PPT,D29,10,SpC
CEMP,10/22/2023,96,174.65,PPT,D29,10,SpC
CEMP,10/23/2023,96,178.25,PPT,D29,10,SpC
CEMP,10/24/2023,96,183.21,PPT,D29,10,SpC
CEMP,10/25/2023,96,185.75,PPT,D29,10,SpC
CEMP,10/26/2023,96,195.09,PPT,D29,10,SpC
CEMP,10/27/2023,96,197.68,PPT,D29,10,SpC
CEMP,10/28/2023,96,196.28,PPT,D29,10,SpC
CEMP,10/29/2023,96,195.17,PPT,D29,10,SpC
CEMP,10/30/2023,96,195.88,PPT,D29,10,SpC
CEMP,10/31/2023,96,196.59,PPT,D29,10,SpC
CEMP,11/1/2023,96,194.25,PPT,D29,11,SpC
CEMP,11/2/2023,96,186.92,PPT,D29,11,SpC
CEMP,11/3/2023,96,184.14,PPT,D29,11,SpC
CEMP,11/4/2023,96,180.8,PPT,D29,11,SpC
CEMP,11/5/2023,96,177.38,PPT,D29,11,SpC
CEMP,11/6/2023,96,173.46,PPT,D29,11,SpC
CEMP,11/7/2023,96,173.59,PPT,D29,11,SpC
CEMP,11/8/2023,96,174.67,PPT,D29,11,SpC
CEMP,11/9/2023,96,172.96,PPT,D29,11,SpC
CEMP,11/10/2023,96,170.42,PPT,D29,11,SpC
CEMP,11/11/2023,96,169.46,PPT,D29,11,SpC
CEMP,11/12/2023,96,167.59,PPT,D29,11,SpC
CEMP,11/13/2023,96,165.71,PPT,D29,11,SpC
CEMP,11/14/2023,96,167.4,PPT,D29,11,SpC
CEMP,11/15/2023,96,168.82,PPT,D29,11,SpC
CEMP,11/16/2023,96,170.93,PPT,D29,11,SpC
CEMP,11/17/2023,96,173.74,PPT,D29,11,SpC
CEMP,11/18/2023,96,178.24,PPT,D29,11,SpC
CEMP,11/19/2023,96,181.96,PPT,D29,11,SpC
CEMP,11/20/2023,96,182.71,PPT,D29,11,SpC
CEMP,11/21/2023,96,181.93,PPT,D29,11,SpC
CEMP,11/22/2023,96,180.52,PPT,D29,11,SpC
CEMP,11/23/2023,96,180.6,PPT,D29,11,SpC
CEMP,11/24/2023,96,181.57,PPT,D29,11,SpC
CEMP,11/25/2023,96,185.08,PPT,D29,11,SpC
CEMP,11/26/2023,96,188.81,PPT,D29,11,SpC
CEMP,11/27/2023,96,193.21,PPT,D29,11,SpC
CEMP,11/28/2023,96,198.25,PPT,D29,11,SpC
CEMP,11/29/2023,96,207.26,PPT,D29,11,SpC
CEMP,11/30/2023,96,216.57,PPT,D29,11,SpC
CEMP,12/1/2023,96,225.56,PPT,D29,12,SpC
CEMP,12/2/2023,96,229.75,PPT,D29,12,SpC
CEMP,12/3/2023,96,232.11,PPT,D29,12,SpC
CEMP,12/4/2023,96,233.46,PPT,D29,12,SpC
CEMP,12/5/2023,96,235.09,PPT,D29,12,SpC
CEMP,12/6/2023,96,236.64,PPT,D29,12,SpC
CEMP,12/7/2023,96,243.45,PPT,D29,12,SpC
CEMP,12/8/2023,96,251.77,PPT,D29,12,SpC
CEMP,12/9/2023,96,257.79,PPT,D29,12,SpC
CEMP,12/10/2023,96,267.04,PPT,D29,12,SpC
CEMP,12/11/2023,96,289.2,PPT,D29,12,SpC
CEMP,12/12/2023,96,319.66,PPT,D29,12,SpC
CEMP,12/13/2023,96,346.77,PPT,D29,12,SpC
CEMP,12/14/2023,96,367.7,PPT,D29,12,SpC
CEMP,12/15/2023,96,388.12,PPT,D29,12,SpC
CEMP,12/16/2023,96,408.72,PPT,D29,12,SpC
CEMP,12/17/2023,96,425.65,PPT,D29,12,SpC
CEMP,12/18/2023,96,435.84,PPT,D29,12,SpC
CEMP,12/19/2023,96,472.43,PPT,D29,12,SpC
CEMP,12/20/2023,96,481.54,PPT,D29,12,SpC
CEMP,12/21/2023,96,474.16,PPT,D29,12,SpC
CEMP,12/22/2023,96,484.72,PPT,D29,12,SpC
CEMP,12/23/2023,96,480.33,PPT,D29,12,SpC
CEMP,12/24/2023,96,481.94,PPT,D29,12,SpC
CEMP,12/25/2023,96,491.88,PPT,D29,12,SpC
CEMP,12/26/2023,96,502.39,PPT,D29,12,SpC
CEMP,12/27/2023,96,546.42,PPT,D29,12,SpC
CEMP,12/28/2023,96,561.21,PPT,D29,12,SpC
CEMP,12/29/2023,96,585.98,PPT,D29,12,SpC
CEMP,12/30/2023,96,582.5,PPT,D29,12,SpC
CEMP,12/31/2023,96,568.65,PPT,D29,12,SpC
CEMP,1/1/2024,96,548.39,PPT,D29,1,SpC
CEMP,1/2/2024,96,520.5,PPT,D29,1,SpC
CEMP,1/3/2024,96,500.58,PPT,D29,1,SpC
CEMP,1/4/2024,96,474.97,PPT,D29,1,SpC
CEMP,1/5/2024,96,451.05,PPT,D29,1,SpC
CEMP,1/6/2024,96,431.02,PPT,D29,1,SpC
CEMP,1/7/2024,96,434.14,PPT,D29,1,SpC
CEMP,1/8/2024,96,430.73,PPT,D29,1,SpC
CEMP,1/9/2024,96,427.67,PPT,D29,1,SpC
CEMP,1/10/2024,96,429.15,PPT,D29,1,SpC
CEMP,1/11/2024,96,427.48,PPT,D29,1,SpC
CEMP,1/12/2024,96,421.41,PPT,D29,1,SpC
CEMP,1/13/2024,96,415.06,PPT,D29,1,SpC
CEMP,1/14/2024,96,405.5,PPT,D29,1,SpC
CEMP,1/15/2024,96,402.16,PPT,D29,1,SpC
CEMP,1/16/2024,96,394.6,PPT,D29,1,SpC
CEMP,1/17/2024,96,377.12,PPT,D29,1,SpC
CEMP,1/18/2024,96,362.19,PPT,D29,1,SpC
CEMP,1/19/2024,96,348.85,PPT,D29,1,SpC
CEMP,1/20/2024,96,332.36,PPT,D29,1,SpC
CEMP,1/21/2024,96,324.59,PPT,D29,1,SpC
CEMP,1/22/2024,96,317.33,PPT,D29,1,SpC
CEMP,1/23/2024,96,317.5,PPT,D29,1,SpC
CEMP,1/24/2024,96,317.7,PPT,D29,1,SpC
CEMP,1/25/2024,96,313.67,PPT,D29,1,SpC
CEMP,1/26/2024,96,317.83,PPT,D29,1,SpC
CEMP,1/27/2024,96,323.64,PPT,D29,1,SpC
CEMP,1/28/2024,96,327.17,PPT,D29,1,SpC
CEMP,1/29/2024,96,324.39,PPT,D29,1,SpC
